Name,Gender,score,comments
James Valentini,female,1,"['Valentini really tries to present the material in a ""fresh"" way, but he fails. His explanations are lengthy, convoluted and just all around poor. I believe the majority of the class relied heavily on the text even though he advised just studying from his slides.', '', 'No Comments', 'Gives students a real fair shake. For a chemistry course at Columbia, this class was doable. He tries so very hard to make it an engaging learning experience. He interviews you for 30 mins before writing your recommendation letter, so he has something to say about you personally. A very cool prof.']"
Markus Redding,male,1,"['Hands down the best Ivy League Professor I have ever had! He is brilliant and has multiple graduate degrees and a law degree. He is always available for his students, and is also extremely good looking! He inspired me to go to law school and change the world! I would have taken him for every class if I could. He should never stop teaching.', 'Professor Redding is very passionate about the balance of law and social work regarding various legal issues. The lectures are informative and presented well so that you are not confused by law terms. Course consists of several written assignments and one oral presentation, but everything is manageable.', 'Literally one of the most passionate and knowledgeable professors I have ever had. Spends massive amounts of time sharing his experience with ample class participation. Legal Foundations was all papers, but easy assignments. If you want an easy professor with a ton of knowledge, this is your guy.', ""Best Professor I have taken at Columbia, extremely helpful and really cares about his students! His classes were engaging and interesting, I don't need my usual triple shot of espresso for this class. He also lined-up an outstanding summer internship in the NYC courts for me. Take this Prof., he will inspire you to change the world!"", 'Professor Marcus Redding is a brilliant professor, passionate about advocacy, professional, and able to see the big picture about all issues however intense. Accessible and approachable. I only have good things to say, and truly learned lessons on how to be the social change agent we aim to be. He made my project come alive for me. Take his class!', 'Professor Redding has been my favorite professor at Columbia so far. He is bright, eloquent, available and invested in teaching. He presents the material with enthusiasm, clarity and relevance to the work we do, bringing in real-world experience as examples.', ""Professor Redding is everything everyone describes. He's so passionate and invested in getting his students to think about social issues from a legal perspective. Overall a great course, and by far my favorite of the semester. I'm only bummed I'm not going to be able to take him for advocacy. He's the best."", 'The professor was extremely experienced, interesting and passionate about advocacy. The advocacy skills you learn you can actually use in your professional practice. Overall, I learned more in this class than any other Columbia course I have taken. TAKE THIS PROFESSOR!!', 'Awesome Professor!!!', 'Outstanding class and teacher!', 'FIVE STAR IVY LEAGUE PROFESSOR! HE IS BRILLIANT, BUT VERY PERSONABLE.', 'Finally I found a Professor who has real world experience coupled with academic expertise. His teaching method is outstanding and after you take his class you feel like you can change the world!', 'this professor really cares about his students and is an amazing lecturer - highly recommend taken him - your learn a lot!', 'OUTSTANDING LAW/SW PROF. HIGHLY RECOMMEND! HE ALSO HELPED ME FIND A JOB AFTER GRADUATION THIS SPRING SEMESTER IN THE COURT SYSTEM.', 'Outstanding Professor! Highly recommend taking him : )', ""Omg he is the best professor ever and I've never met a professor that cares so much about he students, he will make a difference in your life and career!"", 'The best professor at Columbia, he was engaging and passionate about the subject matter. I learned how to be an advocate in his class.', 'A great and stimulating lecturer who is extremely interested in the intersections of social work and law. He attempts to cater to his students needs, so be sure to speak to him if you have any disagreements/suggestions for the curriculum. Be sure to talk in class.']"
Elizabeth Currid,male,1,"['Seemed more interested in art than economic development.', 'Wonderful class and professor.', ""she is an amazing professor and is very passionate about her work. you will learn so much from her. i couldn't recommend her more."", 'One of the most interesting and thought provoking classes that I have ever attended. The sheer extent of her knowledge and keen insight never fails to impress.', 'I concur. Beautiful and brilliant. And so sweet and helpful!', ""Elizabeth is by far the best looking TA at Columbia. I had a total crush on her. She's also one of the smartest people I know. She's truely the full package."", 'No Comments', 'flaky', ""she's so beautiful, cool and a total brainiac as well. she teaches one of the best classes i've ever taken.""]"
Gayatri Spivak,male,1,"[""Brutally honest, gives brilliant advice. Only those with bloated egos won't like her."", 'one of the highlights of my time at columbia. brilliant, demanding, and giving. she will spend hours with you in office hours. a truly great teacher.', 'Very smart and a good writer. Poor teaching skills. She is often occupied with events outside of the university- travels a great deal- misses classes. Perhaps she should be a researcher, not a teacher. Not always available to her students, not always kind, dismissive of some ideas.', 'No Comments']"
Richard Pena,female,1,"['Prof. Pena is a living encyclopedia of film history. His choice of films is very unique and aims for broaden the horizon of the students. Short paper for each film per week. He will provide very productive comments and feedback.', ""This is a really tough class. He is notoriously tough grader but what's worse is amount of writing. A paper due every week, plus a midterm and final 10+ pages each. Major workload, but really, it's worth it. He is a feather in the columbia film cap and his film knowledge is second to none. If you come through CU, u have to take him."", ""Pena is a difficult guy to pin down - he has an encyclopaedic knowledge of anything film, from anywhere in the world. But I don't think he's very good interacting one-on-one, and he can sometimes be very bad about responding to emails. But overall, he will challenge you, expand your horizons and give you a good class experience."", ""Pena was the worst professor I've ever had, which is saying a lot. On the rare occasions that he'd allow students to talk, he was condescending and dismissive, refusing to hear any viewpoint but his own. His lectures were tedious, his assignments unnecessarily copious, and his comments lazy and uninterested. D-"", 'Knows cinema and the business inside and out - makes every movie interesting through lecture and discussion and readings, invites discussion and responds thoughtfully, creates challenging and interesting assignments, reads all the papers you turn in and makes lots of comments, funny, really nice guy', 'No Comments', 'I agree with the ""best lecturer"" comment. Never boring, so chock full of relevant, interesting details, receptive to questions, knows a whole lot, totally organized.', 'Best lecturer I ever heard. Ever.']"
June Cross,male,0,"[""I agree with the majority of the comments: Cross is rude, condescending and unprofessional. I came into the program with a graduate degree in another discipline. This is important because I have a lot of experience with professors and she was by far the worst I've ever had. She is so wrapped up in her own projects she could care less and it shows."", 'According to this ""professor"", if you\'re thick-skinned, an extroverted bully who knows how to gossip well-enough, then you\'re a good journalist. All these attributes are whats wrong with journalism in America today. Being rude - even if it\'s used as a shield - never makes a journalist real. If you want to be one like the rest, take her class', 'As many have said above- while she holds students to high standards, she is extremely condescending, rude, and unprofessional. While she does push you to achieve, it is more driven out of fear of being made fun of, talked down to, or screamed at (yes that happens, obscenities are usually involved). Really inappropriate for an adult and teacher.', ""Unprofessional and disrespectful. Producing a documentary about her life doesn't make her experienced and producing another with a frontline team does not give her a green light to abuse her students. While I took her class last year, I still can't get over how little I learned from her. I don't recommend this teacher."", ""Cross's irrational moody disrespectful attitude over shadows the very little wisdom or knowledge she may show sporadically during the semester. If you're paying a fortune to be in this school, don't waste your money on any of her classes."", 'Prof. Cross is a no-nonsense professor who holds her students up to the highest standards... as she should. Having come into her class with prior experience, I found her teaching methods helpful, but not sure how those new to the game were able to keep up. Worth taking her class if you are dedicated to becoming a better journalist.', ""Really undedicated, insensitive to the fact the students aren't professionals yet, can't be bothered to help because she's too caught up in her own projects. Very mean spirited too. A total nightmare and it's too bad because so many people want to learn about documentary and she's a horrible teacher."", 'No Comments']"
Tonya Putnam,male,0,"['Very boring and rote. What could have been such an inspiring class, dull and unimaginative.', 'Very dull, just read slides, boring, boring. Insecure and definitely not ivy-league material.', 'Very boring. Was expecting Int Politics to be interesting. Dry and dull lectures. Prof Putnam always seemed rushed and unhelpful.', 'I had a hard timeuderstanding her lectures because of the way she spoke,also sh speaks in ""textbook English""(she reads from the slides). At the lecture students were in a hurry copying large chunks of the text from slides to an extent that no one was paying attention what she was actually saying(silence wh she asks quest). She refused to post slide', 'Very rushed nervous professor, could have been a very interesting class, yet it turned out to be boring.']"
Kirsti Samuels,male,1,"['Kirsti did an amazing job to guide us in our capstone project and provided valuable knowledge and feedback throughout the semester. We had to put in the work, but with Kirstis support paid off with a solid published report. I think any course with her as a lecturer would be interesting, especially since she has a wealth of knowledge/experience.', 'I found Kirsti to be an excellent Capstone advisor: she is critical, but her criticism is constructive, specific and never arbitrary. Unlike many professors, she took the time to review our work product and give us helpful feedback as well as help us decide on a clear strategy for the research and analysis portion of the work.', ""Kirsti provided valuable guidance as an advisor to our team. I was disappointed that I didn't get the grade I wanted as I put in a lot of work. That aside, she was very thoughtful in handling the team, taking the time for healthy team dynamics and getting to know us. She skillfully balanced being an expert and giving us control of the project."", 'The professor supported us in writing a great capstone project that was published. Hard work. long hours.', 'Capstones are intensive,but Dr. Samuels made the project manageable. She has a wealth of knowledge and practical experience that she was willing and open to sharing. She took time to learn each of her students. She played up our strengths and assisted us in navigating through our challenges. Great teacher; Seasoned professional; Highly recommended.', 'Kirsti seemed disengaged and unavailable and provided little to no guidance to the team during the project. While she has an interesting CV, I did not feel like I learnt anything from her.', 'Kirsti was a great instructor. Her feedback on work was thoughtful and grounded in her wealth of experience in both peacebuilding and leadership development. She knew each student well, and was conscious of our group dynamics. (Note the bad reviews come from folks who declined to provide their grade. You get out what you put in.)', 'Kirsti is a wonderful professor and leader. She is very intentional, giving strategic guidance when needed, but also giving teams space to figure things out. Our team had an emergency abroad, and Kirsti went above and beyond to give us the tools to deal with the situation, provide support & show compassion. I would recommend her class to everyone.', 'Kirsti is a seasoned peace-building professional. She is knowledgeable of the theory and the practicalities of the field, which makes her a great tutor for a graduate course. I can only imagine that a course with her would be not only interesting but intellectually challenging.']"
Charles Armstrong,male,0,"['He is a good guy.', ""Professor Armstrong is the greatest professor in this world. Taking Professor Armstrong's class was one of the greatest choices in my life. He is really friendly, and I've learned so much from his class, and I'd love to take his class again in the future. Take his class, you will love the professor and the great lectures."", 'The Best Professor in this World. You Must Take His Class. I truely respect Professor Armstrong and his class due to the fact that he is the most prestigious professor in this field. Taking his class was one of the best choices in my life. Thank you Professor Armstrong for the friendliness!!^^', 'One of the toughest professors at Columbia. To get an A from his course, a ton of efforts would be required. Very profound readings difficult to understand even for Koreans. Never ever recommend his every course :(', 'The readings in this Vietnam War seminar were outstanding. The professor is extremely inconsistent with grading and he offers little valuable feedback until way after the middle of the term.', 'No Comments', 'No Comments']"
Vanessa Karahalios,male,1,"['One of the most warm, yet extremely professional administrators at Columbia', 'Dean Karahalios is extremely professional, efficient, supportive and understanding. She is always there for her advisees. She helped me through a very difficult semester, even checking in on my by email on weekends. I could not imagine my educational experience at Columbia without her guidance and advice.', 'Love Dean K.! The best! Any time you need her she\'s there! Totally not arrogant (like some other), down to earth. Always helpful and supportive! Her attitude is ""can do"".', ""Dean Karahalios is most helpful and informative. She is very supportive and knowledgeable about courses and professors, as well as Study Abroad. Great advisor. Caring, interesting, personable, good sense of humor. Couldn't ask for a better dean!"", ""She's awesome! Got a problem? She'll work it out. Have a question? She'll answer it. Feeling down? Talk to her, she's funny and not bad to look at either."", 'Dean K. is a wonderful person. Extrememly helpful, always very attentive to detail and student needs, and real funny to boot!', 'So far, not so good unfortunately', 'Unhelpful, disinterested in students need and rude']"
Helen Lu,male,1,"['Great teacher A++', 'SUPER GOOD TEACHER!', 'THE BEST TEACHER. EVER', 'Best teacher. ever.', 'Super teacher, like her a lot!', 'Writes and speaks too fast.']"
Ekin Erkan,male,1,"['Ekin Erkan is a highly published scholar in Film and Media Studies and quite possibly the kind graduate student instructor I had the pleasure of working with. I highly recommend reaching out to Ekin in you are interested in Foucault, Deleuze, or Laruelle.', ""Ekin Erkan is a great instructor, took time to talk and explain material to me at Butler Library when he didn't have to; Ekin also introduced me to writers like Reza Negarestani and Ray Brassier; highly recommend him, he's also a writer and art critic at AEQAI, so knows a lot about contemporary art and cinema"", ""There's two Ekin Erkans at Columbia - one is a researcher/TA and one is a GS student. As far as Laruelle and continental philosohpy researchers go, Ekin Erkan makes dense theories often difficult to understand clear. A good instructor."", 'Had Ekin Erkan during my Fall Semester and was a fantastic experience - the person who introduced me to Francois Laruelle and made learning about Laruelle and contemporary French philosophy interesting.', ""The best TA I've had so far - the knowledge of film and media theory is advanced, he' thoughful, and gave us great feeback""]"
Yakov A. Barton,male,1,"['I got so much out of this class. From the wide range of meditation exercises to the dynamic class discussions and in-class debate, this course was appropriately challenging, exceptionally thought-provoking, and always engaging. Excellent survey of the exciting field of Positive Psychology, presenting a wide range of cutting-edge research. Awesome!', ""Very informative, engaging, and thought provoking course! He was helpful in responding to the questions that everyone had during our class and responded well to emails. He was open to everyone's different interpretations of the articles and created a safe space to share your opinions. Great guided meditation series throughout the class!"", ""Instructor held space very well in an inclusive fashion while also guiding and providing helpful feedback on subject matter. The instructor has both an in-depth and very sophisticated knowledge in the field but also exhibits passion for the material and topics. He is also very engaging, sincere and cares about his student's learning experience."", 'I learned so much about a new spectrum in clinical psychology. The theories were interesting, but the whole roundedness and his passion for this research area were inspirational. Experiencing mindfulness through each class session offer very new vibe to my TC courses. He is a greatteacher and a true advocate who believes in positivity in our lives.', 'Professor Barton inspired me to create a daily habit of mindfulness and consider positive psychology as an important facet in a broad range of modalities and treatments. Yakov explained concepts very well. He created a class space that was structured while at the same time encouraging for students to freely express thoughts without judgement.', 'Great class, with very interesting discussions. The professor put a lot of effort into keeping it interesting and every session was value adding. Great group discussion and interesting assignments. The professor managed to create a great atmophere in the class. I would always take this class again.', 'Yakov is an amazing resource within the positive psychology field. His positive psychology class is uniquely positioned to showcase his extensive experience with the best mindfulness training techniques that combine leading psychology research with age-old meditation knowledge.', 'Positive Psychology was a class for which I had very high expectations, and Dr. Barton matched them all. I am so grateful to have learned so much about PosPsy, and the readings were almost universally great. His lectures are clear and he is very supportive inout of class. But he is a tougher grader than he appears, and his tests can be tricky.', ""I took Professor Barton's Positive Psychology class at Columbia University, Teachers College. Uses a fascinating approach to teaching positive psychology material, including experiential meditationrelaxation exercises, lectures, group activities, films, and a class debate on the current state of the field. Learned a ton, highly recommended!""]"
Bright Sarfo,male,0,"['Prof. Sarfo was really cool and made class interesting. Some classes were boring, but he brought up a lot of good examples that made sociology real. Plus hes really hot.', ""He knows his stuff, and he likes to use real-life examples of what we're learning to give us a better grasp of what Sociology content is really about. I found the class very interesting for the most part, there were some topics that were boring, but otherwise, he can be a fun professor! He does pick on people if no one raises their hands though."", 'Like the class. Was fun and had a lot of discussions', 'Ive taken his class at Hunter and it depends on the group of students you have class with. Personally, I have a very outspoken group and so he is more engaging and interesting. You have to post on discussion boards on blackboard but on average maybe once or twice every two weeks. You have to read the textbook but his lectures are a review of it.', ""I had him at Hunter College and he was pretty lame. His class was a typical, theoretical college discussion. Boring, total bs and a waste of time. He also makes these disgusting salivary noises every time he opens his mouth or takes a breath and it's the most annoying thing on the planet. If things like that bother you a lot, DON'T take his class."", ""Sarfo claims that he graduated from Colombia, but it is hardly noticeable with his lack of knowledge. The entire class time he reads notes on his laptop online from another professor. He lacks experience, and his voice isn't that projective. He makes an interesting class, boring. Will call on you randomly to participate. Two chapters a night for HW""]"
Richard Robb,male,1,"['Prof Robb has a very refreshing teaching style which combines academic rigor and practical real world knowledge. He spent time in academia for his PhD and has worked for decades in financial markets which makes for a very unique set of experiences. Loves to challenge the conventional wisdom with solid argument. also adds philosophical takes', 'Professor Robb is really smart and he is a fine professor. He prepares his own material for lectures, which are really good because it gives you a good summary in how financial markets work. The thing that I enjoyed the most was that he could explain difficult and important financial concepts in a very simple way such as valuation of options.', 'Do you want to hear someone talk about how great they are? Take this course.', 'refreshing approach which involved real world case studies.', 'No Comments']"
Umber Kazmi,female,1,"['While she definitely knows her material the organization and pacing of the class are lacking this is for a licensure exam there should be a more organized way to go about this. Also I understand not having an answer key for us but at least having one for herself would make sense. Also a familiarity with the questions might be better.', 'Prof Kazmi was very professional and thorough. She moves as a fast pace as there is a broad spectrum of information to cover. My only comment would be when working through questions/problems it is unclear sometimes which is the correct answer.', 'I appreciate all the visual guides and explanations she provides throughout class. Test booklet helps, but you really need the notes to accompany or its just like reading shorthand.', 'The most well prepared and thorough professor Ive ever had. Clearly cares about the success of her students. Speaks fast, you need to be alert and ready to take copious notes. If I could have her for all my future classes I would do it. If you show up ready to learn, you will leave the class with the relevant knowledge/understanding you need.', 'Overall professor Umber is great at explaining a complex array of information. At first it seems like sporadic learning but after further discussions it all begins to make sense. She does move thru the material fairly quickly but is open to stopping and discussing should there be questions. I would recommend to others for sure', 'I thought the CSE course was very well put together. I really liked our professor and she was extremely knowledgeable on all of the topics and if she didnt know the answer, she looked it up for us after class. I feel that this crash course is so necessary to take the CSE and its really cleared up a lot of my confusion on various things.', 'The prof covers of material and larger scale organization would be helpful. Questions were at times more confusing than helpful. Time management was problematic.', 'Be ready to write. Its best to write everything she says and writes down. She has vast knowledge, and if she is unsure at all, she always double checks.', 'As usual, comprehensive subject matter and great aid in test prep.', 'Difficult to follow as content jumped around a lot.', 'Professor Umber (Kamzi) Hanlon is an incredibly passionate educator who has been instrumental in helping me gain the confidence in my ability to successfully complete my A.R.E. Her course is intense an amazing combination of practical test taking advice and technical information.', 'Extremely knowledgeable. Youll get A LOT of information. Syllabus is awesome, would be great if it was a little more focused.', 'Great class. Prof Umber really cares about the material and takes the time to explain it. While heavy, and a lot of information, it really is helpful to understand (be explained) the material rather than just receiving a lot of information without any real reasoning. Thank you!!', 'Have a answer key for multiple choice, so answers are confident. Also give an explanations why the other choices are incorrect.', 'Very serious and educational class. Ive learned so much from this course compared to certain classes I took in architecture school. This class is imperative to test prep and I would recommend it to anyone who is attempting to get licensed. She truly wants everyone to succeed and learn.', 'A wealth of knowledge and information. Very well verses and comprehensive. Great care to all information and for the field', 'Great class. Note taking heavy. Shes moves very fast but keeps you focused and on track for taking the ARE.', 'Ballast. Great professor, easy to learn and follow along in class. Enlightenment towards lisencing and architectural field.', 'Goes fast through the material so PAY ATTENTION! To be fair, she has to go fast therwise wed never make it through all the test material in the allotted class time. She will warn you when you have to stay late to go through extra material to make sure everything is covered, so be prepared to stay an extra hour or so each class.', 'very informative and through.']"
Srinivas R Pochiraju,male,1,"['Excellent professor, difficult problem sets became manageable in time for tests and test questions are only slightly more difficult than in class problem sets. Keep up though and go to office hours if you have difficulties', 'Hardest class I have ever taken at Columbia, homework is optional but mastering all assignments is the only way to have a chance on the tests. Very good professor though', ""Honestly, his class isn't as bad as people say. He is a very brilliant teacher and wants his students to succeed. Very tough class though, it helps to come in with some background"", ""Data Structures is a very challenging class, but Professor P knows what he is talking about, definitely go to office hours! Very talented teacher, hard to believe it's his first year teaching"", 'Professor P was the best! His analogies and hands-on approaches made data structures a very enjoyable class. His tests are brutal though, so study!!']"
Patricia Zumhagen,male,1,"[""I've taken a few classes with Pat and they're really what you make of them. She gives the framework for you to take off with the material and produce work or you can also just sit back and blow it off, but you'll be bored beyond belief. She gives great lesson ideas but beware of any class with trips or too much media-hella disorganizedincohesive."", 'Zumhagen, like most TC faculty, play the charade of the academic but fail to conduct classes that are any more challenging than what you would find at your typical community college. Her lame air of theatricality would only convince the most naive of students.', 'The BEST. Amazingly fair, interesting, gives great assignments, cares about teaching, models wonderful teaching strategies in the classroom. A real star. Recommend highly.', 'Brilliant fun interesting. The best teacher I have had at Columbia by far.', ""Pat Zumhagen is a fabulous professor. She's a gifted and creative teacher, always clear and very knowledgable and supportive. I highly recommend her courses."", ""An absolutely amazing lady. There's not much else that can be said. I'm sure she'll be fabulous at Columbia.""]"
Aili Flint,male,1,"[""They say that gaining proficiency in a language requires training four skills: listening, speaking, and (to also have literacy) reading and writing. If you take a class with Aili, you'll see at least eight!"", 'Aili Flint is an excellent professor. Any person is a privilege to meet Aili and interact with her. She is a highly skilled, knowledgeable, and dedicated teacher. The course is difficult, but well worth the effort. Aili is also personally enthusiastic about music, art and mythology with was enriching to my Columbia experience.', 'No Comments', 'She is totally committed to her subject (Finnish language and literature) and to her students. She goes to superhuman lengths to be helpful to her students. Aili is an outstanding, highly effective teacher and a wonderful human being.']"
Andrea Bubula,female,1,"['Professor Bubula is amazing. Very good at explaining tough concepts!', ""Exams are like physics exams without the cheat sheets; he really tests your understanding by turning the problems around and having you apply the principles to a problem you haven't even thought about before. Incredibly accessible and a truly kindhearted person at that. Earn your A here, it's always better that way."", 'Great lectures. Explanations are clear and materials are very useful. You will get rigorous training on macroeconomic basics and also a better understanding of real world issues. Will definitely recommend.', 'He is clear, knowledgeable, funny, attentive and takes a genuine interest in students - and best of all, is a gifted teacher. He has a rare ability to make the toughest of concepts easy to understand and breaks it all downs for you step-be-step.', ""Professor Bubula's smaller sections make this course worth it!"", ""Bubula's course is revered and feared by students. An in-depth survey of macro and micro, it delves into technical economic models. Students get frustrated due to the difficulty, but he will spend hours outside of class to help you. He holds himself and students to the highest standards. My most dedicated SIPA prof and a paragon of teaching."", 'Great professor who really cares if his students learn.', ""I don't get the angry student below that just kept repeating the same comments. Professor Bubula is just great. Very clear, very patient, and very dedicated. He makes economics accessible."", ""He is not a good professor. His material is the same every year and teaches class as if he is in a marathon race with no room for questions. His lectures are poorly written and he relies entirely on his TA's to teach the material which is disconcerning. I basically taught myself the material and hired a tutor."", 'His material is the same every year with nothing in the current market to add to make the class more stimulating. His notes are also poorly written and does not know how to explain the concepts well. Cannot answer any questions outside of his lecture.', 'The material is very interesting and its a pity that he rushes through it and crams in so much without really teaching it. I feel short changed because we pay so much money at Columbia and instead of getting stellar teaching we get a person reiterating his poorly written lecture notes which he posts online. His material is the same every year.', ""Econ Analysis - Professor Bubula takes a great deal of information and packs it into a short period of time. He's amazingly accessible, so if you get lost, go to his office hours. He'll teach it 20 different ways until you get it, no matter who you are. I loved this class."", 'Absolutely gifted in his craft. Remarkably brilliant and supports the text with personal notes from decades of field work. Makes the course empirically challenging while grounded in relevent policy. He invested extra energy into designing an incredibly well structured course.', 'Complicating simple ideas.', 'He is not a good professor.', 'Great instructor who puts a lot of effort in organizing the class, with excellent notes. The problem sets are creatively designed to talk about current issues. Responds well to questions and is extremely helpful.', 'He is a wonderful Professor that really cares about his students and wants them to succeed, he is also very flexible and is willing to devote extra time if you need it.', 'Great teacher. Supplements the material with problems and examples from whats happening in the world.', 'The course is a lot of work,but he is really invested in students learning the material.', 'He is teaches alright.']"
Craig Beaumont,male,1,"['Very smart.', 'He is hot and so smart.', 'No Comments', 'No Comments', 'Hot british accent and so smart!']"
Richard Hara,female,1,"['One of my favorite professors in the Columbia school of social work program! Do yourself a favor and take him, especially for health care policy!', 'Such a great professor!!! I am happy I took him after hearing negative feedback about other professors in the health care policy section.', 'I seriously lucked out by taking Professor Hara for health care policy! He fostered a welcoming classroom environment, which allowed for interactive learning process. He was also very approachable and understanding, basically everything you would want in a social work professor. He as well gives you all the resources you need to succeed, take him!', 'I am so happy I took Professor Hara for my health care policy class!! He made the subject of policy easy to comprehend and his assignments/readings were interesting and relevant to the current sociopolitical climate. He was as well very understanding and clear in his grading requirements, do yourself a favor and take him!!', 'Dr. Hara is knowledgeable and extremely thoughtful. His teaching style is collaborative and he is extremely fair in grading. I learned so much form the class and his personal experiences. I loved the class!', 'Professor Hara is extremely thoughtful, well-spoken and attentive to student needs. His approach is though-provoking and collaborative as he encourages students to provide input and direct class conversation through their contributions. Professor Hara is attuned to the finer points of social work such as psychodynamics, use of self, ethics, etc.', ""While Prof. Hara is nice and means well, his classes are extremely boring and dry. We spent the entire time on our laptops looking at Facebook. He doesn't have enough variety in his lectures. That said, he's a pretty easy grader.""]"
P Conti,female,1,"[""PC warned us that we were gonna miss him. He's correct."", 'Great semester.', 'Gets us to think deeper and write better.', 'He taught me a lot.', ""The most hilarious prof I've ever encountered. Extremely learned even though he plays against it."", 'One of the good guys.', 'Good job as PC says.', 'Great. Very well-read and informed. Brings a global perspective to his class which most Americans do not.', ""He's one of the best I had at CU. funny and compassionate."", ""Scared me at first. He's a hip hop and martial arts expert. It turns out that he's caring and compassionate but obviously not a pushover. As it states on hi syllabus: come strong or don't come at all."", 'I miss the coolest prof ever.', ""He's reminded me of one of the kids in high school who everyone wanted to hang out with. Our classes flew by. I wish he would have lectured more because he seems like he has a lot of useful information about pedagogy and life in general."", ""I think everyone at CU has a crush on him. More of a gansta than a prof but he's smart even if he doesn't seem it."", 'I thought I was going to hate his class; in the end I loved it. The man is cool, cocky, and a true nonconformist but at the end of the day, he cares about all of us.', ""It was like being at a comedy club every week. Why isn't this guy on tv?"", ""Definitely teaches out of the box. But he's a welcome change from the stringent political correctness that sometimes stifles us here. And he's a hellava writer."", 'Great!!!!', ""Dude's my dude. Doesn't fit in here; doesn't want to. Irreverent humor. Lots of knowledge. Lacks patience sometimes."", ""Conti is not your typical professor. He's young, he acts young. I think he misses being a student. The tats, muscles, and New York attitude can be a bit intimidating but once he sees you work hard he'll go all out for you. Just don't be late or defend texting... Its a no-win situation!!"", 'great guy. down t earth, really cares.']"
Giacomo Santangelo,male,1,"['I took his class at Fordham University, and he was a great professor. He makes international economics easy to understand, and his lectures are enjoyable. Only 3 tests and no homework. There is a textbook but I only used it to study before exams and still got an A. Would highly recommend.', 'Similar to previous comments, he makes public economics very easy to grasp. Seemingly random things like talking about Britney Spears, sparks up the class but some things he talks about are actually relevant to the class. Real life and engaging examples. What more can you ask for. Helpful too.', 'Love him. Brilliant, entertaining, funny. Makes economics interesting.', 'He was very boring and I had trouble staying awake.', ""He IS brilliant...he does talk about random things, it's just that You need to be smart enough to relate them to what you're supposed to have been reading in the textbook. He is able to use real life examples and relate them to the material in ways that make the most complicated topics seem easy. Just do the readings and pay attention"", 'Santangelo you bailed on FU for Columbia?! You will be missed...', ""at first, i thought he was brilliant.. then i realized we weren't learning anything at all. every lecture, he just talks at random about recent movies, everyday experiences like buying a tv, and a myriad of other anecdotes. occasionally he'll pull up a slide. midterm and final questions come out of thin air. then you get screwed over with a B or C.""]"
Steven Feiner,male,1,"['Really helpful professor. Listened to students always', 'He literally wrote the book on computer graphics', 'I took me 3 tries of doing poorly on his tests to figure out how best to study for his exams: you need to memorize alot! 4 try and I got it. Projects are very demanding.', 'This professor obviously has total disdain for his students (all but PHds). He make disparaging remarks about some students that might not get the material instantly, is poorly prepared for lectures, and shows no interest in them. Many later assignments in the semester are mostly unsolvable and this from a student that did well in his classes.']"
John Bennet,male,1,"[""If you're a good writer and you want to become a great one, take Bennet. You will never get track changes. You will have to read aloud and have oral macro edits. Write down all his aphorisms. Remember these: Make it interesting (pitches included), no cliches EVER, make your scenes into a movie, a good idea is 90% of the work & above all write well."", ""John is great. Yes, you will never get anything back line edited from him, but when you read out loud in class, he gives you the edits that are most important. His value is in the ear he has as a longtime editor - he know what works and what doesn't just by listening to your text. His overall wisdoms about writing and life are very valuable too."", ""Oh my god, what are you people talking about. You should write down every damn thing he says because he is WISE. People who complain about him are dolts who just want to get ahead and don't understand instruction that doesn't come in the form of line editing. Man."", 'Funny and entertaining. But he keeps telling us not to be magazine writers, so why are we even bothering?', ""John may not do line edits, but he also doesn't leave you feeling like an idiot. He works to get to know each student by arranging a lunch with each of us. Taking a class with John allows a j-school student to go outside the boundaries. He's amazing, he's honest and he allows a student to feel proud about their work while criticizing all the while."", ""Bennet works at the New Yorker. He tells good stories but he makes students read their work out loud....not fun. He also rarely gives detailed line edits to stories and is generally detached. He didn't get to know me at all.""]"
Richard Pious,male,1,"['every other professor pales in comparison to Dr. Pious. He is absolutely the best teacher I have ever had including grad school. If only all my teachers were as smart and as effective teachers as he was, I would be an Einstein by now.', ""The most intelligent professor I have ever encountered. Stories are very interesting. A lot of work but it's worth it"", 'THE BEST OF THE BEST. No TAs, you get a real feedback from a professor. Superb scholar; his lectures are the most fascinating lectures ever. He really cares about you & is glad to clarify the material. He actually teaches you; what I learned in his class got me through my pol sci major. I learned in his class more than I did in all others combined.', 'If you have come to the University to learn, then there are few professors who you should rather than a class from than professor Pious. He knows what he is talking about, demands that his students learn, but gives you the tools to do it with. You will come out knowing more than when you went in, and that is the goal of going to a school like columbia. If you are there to play, to put your feet up on the chair, and get offended easily, go to another class or school. he treats you like and adult and expects', 'No Comments', 'Has his shtick down pat. But, it comes loaded with condescension, arbitrary exercises of authority, and a retrograde ""best and brightest"" attitude about government & Ivy League schools.', 'Very good professor. Interesting stories.']"
